vendor,filename,state,frameworks,source_hint,config_path,content_preview
"Cisco","cisco_insecure_010.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_010.cfg","hostname cisco-insecure-010 ip ssh version 1 no logging enable ntp server 10.0.0.11 ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_mixed_011.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_011.cfg","hostname cisco-mixed-011 ip ssh version 1 logging enable ntp authenticate no ip source-route end "
"Cisco","cisco_secure_012.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_012.cfg","hostname cisco-secure-012 ip ssh version 2 logging enable logging host 192.0.2.13 ntp authenticate ntp server 10.0.0.13 key 1 no ip source-route interface GigabitEthernet0/0  no ip proxy-arp end "
"Cisco","cisco_insecure_013.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_013.cfg","hostname cisco-insecure-013 no ip ssh server algorithm encryption aes128-ctr service password-encryption no logging on ntp server 10.0.0.14 interface GigabitEthernet0/1  ip proxy-arp end "
"Cisco","cisco_mixed_014.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_014.cfg","hostname cisco-mixed-014 ip ssh version 2 no logging enable ntp server 10.0.0.15 no ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_secure_015.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_015.cfg","hostname cisco-secure-015 ip domain-name example.com ip ssh version 2 service tcp-keepalives-in logging buffered 4096 logging host 192.0.2.16 ntp server 10.0.0.16 no ip source-route end "
"Cisco","cisco_insecure_016.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_016.cfg","hostname cisco-insecure-016 ip ssh version 1 no logging enable ntp server 10.0.0.17 ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_mixed_017.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_017.cfg","hostname cisco-mixed-017 ip ssh version 1 logging enable ntp authenticate no ip source-route end "
"Cisco","cisco_secure_018.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_018.cfg","hostname cisco-secure-018 ip ssh version 2 logging enable logging host 192.0.2.19 ntp authenticate ntp server 10.0.0.19 key 1 no ip source-route interface GigabitEthernet0/0  no ip proxy-arp end "
"Cisco","cisco_insecure_019.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_019.cfg","hostname cisco-insecure-019 no ip ssh server algorithm encryption aes128-ctr service password-encryption no logging on ntp server 10.0.0.20 interface GigabitEthernet0/1  ip proxy-arp end "
"Cisco","cisco_mixed_020.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_020.cfg","hostname cisco-mixed-020 ip ssh version 2 no logging enable ntp server 10.0.0.21 no ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_secure_021.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_021.cfg","hostname cisco-secure-021 ip domain-name example.com ip ssh version 2 service tcp-keepalives-in logging buffered 4096 logging host 192.0.2.22 ntp server 10.0.0.22 no ip source-route end "
"Cisco","cisco_insecure_022.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_022.cfg","hostname cisco-insecure-022 ip ssh version 1 no logging enable ntp server 10.0.0.23 ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_mixed_023.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_023.cfg","hostname cisco-mixed-023 ip ssh version 1 logging enable ntp authenticate no ip source-route end "
"Cisco","cisco_secure_024.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_024.cfg","hostname cisco-secure-024 ip ssh version 2 logging enable logging host 192.0.2.25 ntp authenticate ntp server 10.0.0.25 key 1 no ip source-route interface GigabitEthernet0/0  no ip proxy-arp end "
"Cisco","cisco_insecure_025.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_025.cfg","hostname cisco-insecure-025 no ip ssh server algorithm encryption aes128-ctr service password-encryption no logging on ntp server 10.0.0.26 interface GigabitEthernet0/1  ip proxy-arp end "
"Cisco","cisco_mixed_026.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_026.cfg","hostname cisco-mixed-026 ip ssh version 2 no logging enable ntp server 10.0.0.27 no ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_secure_027.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_027.cfg","hostname cisco-secure-027 ip domain-name example.com ip ssh version 2 service tcp-keepalives-in logging buffered 4096 logging host 192.0.2.28 ntp server 10.0.0.28 no ip source-route end "
"Cisco","cisco_insecure_028.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_028.cfg","hostname cisco-insecure-028 ip ssh version 1 no logging enable ntp server 10.0.0.29 ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_mixed_029.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_029.cfg","hostname cisco-mixed-029 ip ssh version 1 logging enable ntp authenticate no ip source-route end "
"Cisco","cisco_secure_030.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_030.cfg","hostname cisco-secure-030 ip ssh version 2 logging enable logging host 192.0.2.31 ntp authenticate ntp server 10.0.0.31 key 1 no ip source-route interface GigabitEthernet0/0  no ip proxy-arp end "
"Cisco","cisco_insecure_031.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_031.cfg","hostname cisco-insecure-031 no ip ssh server algorithm encryption aes128-ctr service password-encryption no logging on ntp server 10.0.0.32 interface GigabitEthernet0/1  ip proxy-arp end "
"Cisco","cisco_mixed_032.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_032.cfg","hostname cisco-mixed-032 ip ssh version 2 no logging enable ntp server 10.0.0.33 no ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_secure_033.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_033.cfg","hostname cisco-secure-033 ip domain-name example.com ip ssh version 2 service tcp-keepalives-in logging buffered 4096 logging host 192.0.2.34 ntp server 10.0.0.34 no ip source-route end "
"Cisco","cisco_insecure_034.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_034.cfg","hostname cisco-insecure-034 ip ssh version 1 no logging enable ntp server 10.0.0.35 ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_mixed_035.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_035.cfg","hostname cisco-mixed-035 ip ssh version 1 logging enable ntp authenticate no ip source-route end "
"Cisco","cisco_secure_036.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_036.cfg","hostname cisco-secure-036 ip ssh version 2 logging enable logging host 192.0.2.37 ntp authenticate ntp server 10.0.0.37 key 1 no ip source-route interface GigabitEthernet0/0  no ip proxy-arp end "
"Cisco","cisco_insecure_037.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_insecure_037.cfg","hostname cisco-insecure-037 no ip ssh server algorithm encryption aes128-ctr service password-encryption no logging on ntp server 10.0.0.38 interface GigabitEthernet0/1  ip proxy-arp end "
"Cisco","cisco_mixed_038.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_mixed_038.cfg","hostname cisco-mixed-038 ip ssh version 2 no logging enable ntp server 10.0.0.39 no ip source-route interface GigabitEthernet0/0  ip proxy-arp end "
"Cisco","cisco_secure_039.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://developer.cisco.com/","data/datasets/vendor_configs/cisco_secure_039.cfg","hostname cisco-secure-039 ip domain-name example.com ip ssh version 2 service tcp-keepalives-in logging buffered 4096 logging host 192.0.2.40 ntp server 10.0.0.40 no ip source-route end "
"Juniper","juniper_secure_000.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_000.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_001.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_001.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_002.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_002.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_003.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_003.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_004.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_004.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_005.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_005.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_006.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_006.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_007.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_007.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_008.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_008.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_009.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_009.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_010.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_010.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_011.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_011.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_012.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_012.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_013.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_013.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_014.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_014.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_015.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_015.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_016.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_016.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_017.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_017.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_018.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_018.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_019.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_019.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_020.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_020.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_021.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_021.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_022.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_022.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_023.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_023.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_024.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_024.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_025.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_025.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_026.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_026.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_027.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_027.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_028.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_028.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_029.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_029.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_030.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_030.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_031.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_031.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_032.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_032.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_033.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_033.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_034.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_034.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 20;         }         telnet;         reverse-telnet;         ftp;     }     login {         retry-options {             tries-before-disconnect 10;         }     } } "
"Juniper","juniper_mixed_035.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_035.conf","system {     services {         ssh {             protocol-version v1;             rate-limit 4;         }     } } "
"Juniper","juniper_secure_036.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_036.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Juniper","juniper_insecure_037.conf","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_insecure_037.conf","system {     services {         ssh {             protocol-version v1;         }         telnet;     } } "
"Juniper","juniper_mixed_038.conf","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_mixed_038.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 20;         }         telnet;     } } "
"Juniper","juniper_secure_039.conf","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.juniper.net/documentation/","data/datasets/vendor_configs/juniper_secure_039.conf","system {     services {         ssh {             protocol-version v2;             rate-limit 4;         }         telnet;     }     login {         retry-options {             tries-before-disconnect 3;         }     } } "
"Fortinet","fortinet_secure_000.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_000.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_001.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_001.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_002.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_002.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_003.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_003.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_004.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_004.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
